"reference","tax","description","KO","Subject","percent","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","counts_25_CT_Ext_C1_2020","counts_26_CT_Ext_C2_2020","counts_27_CT_Ext_C3_2020","counts_28_CT_Ext_C4_2020","counts_41_CT_Ext_I1_2020","counts_42_CT_Ext_I2_2020","counts_43_CT_Ext_I3_2020","counts_44_CT_Ext_I4_2020","counts_M09_CT_Ext_C1_2021","counts_M10_CT_Ext_C2_2021","counts_M11_CT_Ext_C3_2021","counts_M12_CT_Ext_C4_2021","counts_M25_CT_Ext_I1_2021","counts_M26_CT_Ext_I2_2021","counts_M27_CT_Ext_I3_2021","counts_M28_CT_Ext_I4_2021","counts_M33_CT_Ext_C1_2022","counts_M34_CT_Ext_C2_2022","counts_M35_CT_Ext_C3_2022","counts_M36_CT_Ext_C4_2022","counts_M37_CT_Ext_I1_2022","counts_M38_CT_Ext_I2_2022","counts_M39_CT_Ext_I3_2022","counts_M40_CT_Ext_I4_2022"
"k87_5656184_1","COG3181@1|root,COG3181@2|Bacteria,1MXEX@1224|Proteobacteria,2TTSX@28211|Alphaproteobacteria,43GTK@69277|Phyllobacteriaceae","Tripartite tricarboxylate transporter family receptor","ko:K07795","PGPT0017360_2973",99.5,219,1,0,1,657,1,219,4.9e-113,412.1,10,8,6,6,4,14,11,10,6,18,11,8,10,16,8,16,15,10,12,10,10,14,12,10
"k87_5656379_2","COG2115@1|root,COG2115@2|Bacteria,2GJCA@201174|Actinobacteria,4FKGV@85023|Microbacteriaceae","D-xylose metabolic process","ko:K01805","PGPT0017550_1602",93.4,152,10,0,1,456,1,152,9.3e-79,297.7,25,18,13,23,38,28,43,24,26,12,17,26,18,19,22,10,13,15,26,30,20,34,24,30
"k87_5657481_1","COG1001@1|root,COG1001@2|Bacteria,1MVFP@1224|Proteobacteria,2TR1X@28211|Alphaproteobacteria,43H7K@69277|Phyllobacteriaceae","Belongs to the metallo-dependent hydrolases superfamily. Adenine deaminase family","ko:K01486","PGPT0021510_150",95.8,335,14,0,1,1005,109,443,8.1e-184,647.9,48,35,35,31,51,73,38,56,36,44,45,40,46,46,23,45,45,28,38,53,48,50,46,42
"k87_5657665_2","COG3158@1|root,COG3158@2|Bacteria,1MUVH@1224|Proteobacteria,2TRVJ@28211|Alphaproteobacteria,43GV6@69277|Phyllobacteriaceae","Transport of potassium into the cell","ko:K03549","PGPT0002720_2944",94.8,328,17,0,16,999,1,328,3.5e-171,605.9,13,14,16,4,20,8,4,10,7,15,13,10,11,9,16,9,27,10,14,16,25,13,14,22
"k87_5659711_2","COG0502@1|root,COG0502@2|Bacteria,1MVFF@1224|Proteobacteria,1RMEQ@1236|Gammaproteobacteria,1X3XQ@135614|Xanthomonadales","Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism","ko:K01012","PGPT0022120_1570",90.5,294,28,0,1,882,30,323,6.2e-151,538.5,68,44,68,47,96,87,75,82,71,84,79,71,96,92,83,69,52,64,90,74,86,84,83,93
"k87_5660464_1","COG0240@1|root,COG0240@2|Bacteria,1MUU3@1224|Proteobacteria,2VJ91@28216|Betaproteobacteria,4ABQ0@80864|Comamonadaceae","PFAM NAD-dependent glycerol-3-phosphate dehydrogenase domain protein","ko:K00057","PGPT0024330_844",92,288,23,0,1,864,48,335,1.5e-141,507.3,21,18,8,23,28,46,38,37,39,27,29,12,28,36,36,34,25,24,34,23,20,29,48,40
"k87_5661370_2","COG0277@1|root,COG0277@2|Bacteria,1MU6Y@1224|Proteobacteria,2TR2Z@28211|Alphaproteobacteria,1JTCU@119045|Methylobacteriaceae","PFAM FAD linked oxidase domain protein","ko:K00004,ko:K00102","PGPT0001890_955",99.8,437,1,0,1,1311,35,471,1.3e-250,870.2,42,37,18,67,63,58,53,60,42,51,33,42,32,52,40,58,23,32,36,38,40,54,58,44
"k87_5663839_1","COG0031@1|root,COG0031@2|Bacteria,1MUBE@1224|Proteobacteria,2TS33@28211|Alphaproteobacteria,43H76@69277|Phyllobacteriaceae","Cysteine synthase","ko:K01738","PGPT0002810_3505",95.5,292,13,0,1,876,1,292,8.4e-153,544.7,32,18,30,20,42,33,28,22,30,40,24,33,26,48,23,8,31,25,22,17,38,24,21,42
"k87_5664758_4","COG3176@1|root,COG3176@2|Bacteria,1MWIM@1224|Proteobacteria,2TUVA@28211|Alphaproteobacteria,43GV2@69277|Phyllobacteriaceae","Acetyltransferase (GNAT) domain","ko:K22310","PGPT0014470_225",95.4,65,3,0,52,246,1,65,1.7e-26,123.2,2,2,2,2,0,2,0,2,4,0,2,2,0,0,0,0,4,0,0,1,6,4,4,2
"k87_5664888_2","COG0443@1|root,COG0443@2|Bacteria,1MVEN@1224|Proteobacteria,2TR5H@28211|Alphaproteobacteria,1JSDC@119045|Methylobacteriaceae","Heat shock 70 kDa protein","ko:K04043","PGPT0014555_3003",91.1,157,14,0,1,471,1,157,6.9e-77,291.6,44,22,22,32,55,41,33,33,30,52,29,34,35,41,27,50,24,17,25,32,29,25,22,35
"k87_5665813_1","COG0389@1|root,COG0389@2|Bacteria,2GKBI@201174|Actinobacteria,23394@1762|Mycobacteriaceae","Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis, in conjunction with the beta clamp from PolIII","ko:K02346","PGPT0014881_439",90.4,156,15,0,1,468,289,444,1.1e-74,284.3,16,12,8,8,14,16,20,10,8,20,10,10,8,12,17,14,5,1,19,18,20,10,14,8
"k87_5667389_1","COG0604@1|root,COG0604@2|Bacteria,1MX8A@1224|Proteobacteria,2TR1J@28211|Alphaproteobacteria,1JRFQ@119045|Methylobacteriaceae","PFAM Alcohol dehydrogenase zinc-binding domain protein","ko:K00344","PGPT0013255_3052",100,144,0,0,1,432,1,144,4.8e-77,292,4,21,6,4,20,10,16,16,12,18,16,4,13,4,22,8,20,8,10,14,8,10,6,14
"k87_5668833_2","COG1173@1|root,COG1173@2|Bacteria,1MU26@1224|Proteobacteria,2TTEV@28211|Alphaproteobacteria,1JS0X@119045|Methylobacteriaceae","PFAM binding-protein-dependent transport systems inner membrane component","ko:K15582","PGPT0021025_149",96.1,129,5,0,1,387,198,326,2e-58,229.9,10,16,8,10,26,18,22,16,20,18,6,9,26,23,17,18,11,16,17,16,14,23,22,22
"k87_5669780_3","COG0320@1|root,COG0320@2|Bacteria,2GKD4@201174|Actinobacteria,4DPBB@85009|Propionibacteriales","Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives","ko:K03644","PGPT0003935_3324",92,113,9,0,1,339,1,113,5.7e-57,224.9,89,62,58,55,94,69,74,115,46,81,74,47,71,83,69,67,41,58,76,88,78,85,61,119
"k87_5669852_1","COG1536@1|root,COG1536@2|Bacteria,1TP01@1239|Firmicutes,4HAFZ@91061|Bacilli,1ZAQU@1386|Bacillus","One of the proteins that forms a switch complex that is proposed to be located at the base of the basal body. This complex interacts with chemotaxis proteins (such as CheY) in addition to contacting components of the motor that determine the direction of flagellar rotation","ko:K02410","PGPT0015400_1194",99.7,332,1,0,1,996,7,338,3.1e-175,619.4,6,2,4,2,24,18,4,16,10,8,6,0,4,10,9,4,2,4,10,4,6,8,12,4
"k87_5669852_2","COG1317@1|root,COG1317@2|Bacteria,1VEUV@1239|Firmicutes,4HG3R@91061|Bacilli,1ZE47@1386|Bacillus","COG1317 Flagellar biosynthesis type III secretory pathway protein","ko:K02411","PGPT0015335_1144",98.8,249,3,0,1,747,1,249,4e-127,459.1,2,8,2,2,19,6,10,4,10,8,8,4,8,2,6,2,2,10,2,4,2,0,2,3
"k87_5669996_2","COG0178@1|root,COG0178@2|Bacteria,1MW0W@1224|Proteobacteria,2VI87@28216|Betaproteobacteria,4AAZM@80864|Comamonadaceae","The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate","ko:K03701","PGPT0014915_257",90.9,198,18,0,1,594,1717,1914,2.3e-101,373.2,41,31,38,16,53,37,42,22,37,46,50,24,60,31,61,30,59,28,44,37,45,46,47,55
"k87_5671713_2","COG0332@1|root,COG0332@2|Bacteria,46SE2@74201|Verrucomicrobia,2ITMR@203494|Verrucomicrobiae","Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids","ko:K00648","PGPT0008355_2497",91.1,202,18,0,1,606,134,335,5.7e-100,368.6,28,25,14,17,28,28,26,38,52,40,25,38,22,22,26,27,16,16,14,15,16,26,20,35
"k87_5672639_1","COG2987@1|root,COG2987@2|Bacteria,1MU4W@1224|Proteobacteria,2TSJR@28211|Alphaproteobacteria,2PV91@265|Paracoccus","Catalyzes the conversion of urocanate to 4-imidazolone- 5-propionate","ko:K01712","PGPT0020250_2160",90.7,421,38,1,1,1263,1,420,3.8e-231,805.4,88,108,68,95,126,136,103,112,93,130,78,84,92,72,83,114,75,76,96,113,107,89,105,112
"k87_5674120_2","COG0437@1|root,COG0437@2|Bacteria,1MU5T@1224|Proteobacteria,2VEY7@28211|Alphaproteobacteria,3JUIH@41294|Bradyrhizobiaceae","4Fe-4S dicluster domain","ko:K00124","PGPT0019665_2217",94.9,198,10,0,1,594,1,198,1.5e-113,413.7,16,14,25,17,21,24,24,35,21,23,19,16,15,18,22,15,16,6,26,22,28,27,42,39
"k87_5674566_1","COG3959@1|root,COG3959@2|Bacteria,2GJ6M@201174|Actinobacteria,4ETRC@85013|Frankiales","Transketolase, thiamine diphosphate binding domain","ko:K00615","PGPT0011200_9077",98.6,71,1,0,67,279,26,96,5.6e-34,148.3,14,17,15,4,12,10,31,13,9,9,16,10,13,16,22,20,27,6,24,24,18,24,18,10
"k87_5674832_1","COG1009@1|root,COG2111@1|root,COG1009@2|Bacteria,COG2111@2|Bacteria,1MW2M@1224|Proteobacteria,2VK56@28216|Betaproteobacteria,4A9ZV@80864|Comamonadaceae","Na H antiporter MnhB subunit-related protein","ko:K05559","PGPT0013830_35",96.2,261,10,0,1,783,1,261,4.9e-136,488.8,35,28,19,30,52,38,44,34,30,42,43,41,51,37,30,37,35,38,47,52,36,46,43,50
"k87_5675017_1","COG2091@1|root,COG2091@2|Bacteria,1VEYZ@1239|Firmicutes,4HIVV@91061|Bacilli,1ZHU1@1386|Bacillus","Belongs to the P-Pant transferase superfamily","ko:K06133","PGPT0008845_2183",98.1,154,3,0,1,462,1,154,3.4e-84,315.8,6,2,4,3,10,2,2,6,2,0,6,4,4,8,2,6,2,4,4,2,0,0,2,0
"k87_5675017_2","COG2364@1|root,COG2364@2|Bacteria,1V47R@1239|Firmicutes,4HGYQ@91061|Bacilli,1ZG36@1386|Bacillus","membrane","ko:K07149","PGPT0026395_597",99,100,1,0,1,300,116,215,1.3e-47,193.7,2,0,0,2,7,0,2,1,0,4,2,10,0,5,2,2,0,0,2,0,2,2,1,2
"k87_5675840_4","COG2987@1|root,COG2987@2|Bacteria,2GP10@201174|Actinobacteria,4EFM1@85012|Streptosporangiales","Catalyzes the conversion of urocanate to 4-imidazolone- 5-propionate","ko:K01712","PGPT0020250_1764",90.3,93,9,0,1,279,464,556,2.2e-41,172.9,10,11,7,9,24,20,14,13,19,10,10,10,8,16,8,8,5,6,8,18,20,8,3,14
"k87_5676159_1","COG0683@1|root,COG0683@2|Bacteria,1QN5S@1224|Proteobacteria,2TRVN@28211|Alphaproteobacteria,3JVB4@41294|Bradyrhizobiaceae","Periplasmic binding protein domain","ko:K01999","PGPT0020765_4105",91.9,332,22,1,10,1005,9,335,3.4e-166,589.3,79,76,39,43,91,75,66,63,48,61,65,78,64,58,52,54,71,66,70,71,98,76,85,91
"k87_5676622_1","COG0395@1|root,COG0395@2|Bacteria,2GM2W@201174|Actinobacteria","Binding-protein-dependent transport systems inner membrane component","ko:K17328","PGPT0016505_40",92.9,70,5,0,1,210,1,70,7.4e-31,137.5,2,8,6,4,16,10,4,14,4,0,2,6,10,10,10,7,9,2,8,18,12,4,2,4
"k87_5676622_2","COG1175@1|root,COG1175@2|Bacteria,2GJ32@201174|Actinobacteria","Binding-protein-dependent transport systems inner membrane component","ko:K17327","PGPT0016500_11",95.9,266,11,0,1,798,53,318,1.8e-138,496.9,38,30,22,32,42,25,36,46,30,40,34,23,26,41,38,20,26,26,44,52,44,39,34,39
"k87_5679142_1","COG1062@1|root,COG1062@2|Bacteria,1MUK4@1224|Proteobacteria,2TT67@28211|Alphaproteobacteria,4B7ZX@82115|Rhizobiaceae","Belongs to the zinc-containing alcohol dehydrogenase family. Class-III subfamily","ko:K00121","PGPT0006355_1594",93.3,179,12,0,1,537,1,179,1.7e-95,353.6,73,65,44,35,84,74,56,70,63,64,45,62,63,73,54,58,44,57,65,43,66,77,70,60
"k87_5680054_3","COG1167@1|root,COG1167@2|Bacteria,1MVGT@1224|Proteobacteria,1RPFK@1236|Gammaproteobacteria,1X5U7@135614|Xanthomonadales","helix_turn_helix gluconate operon transcriptional repressor","ko:K00375","PGPT0016790_2438",98.4,487,8,0,1,1461,1,487,1.5e-279,966.5,52,53,34,46,97,75,54,69,62,83,57,48,54,60,64,60,52,427,71,86,54,84,74,48
"k87_5680054_4","COG0625@1|root,COG0625@2|Bacteria,1MUN3@1224|Proteobacteria,1RMF7@1236|Gammaproteobacteria,1X3GH@135614|Xanthomonadales","Belongs to the GST superfamily","ko:K11209","PGPT0013045_1712",97,234,7,0,1,702,1,234,4.3e-131,472.2,36,20,38,26,57,47,48,40,29,18,33,44,25,40,30,30,34,249,36,34,37,40,30,46
"k87_5680054_6","COG1917@1|root,COG1917@2|Bacteria,1NK4C@1224|Proteobacteria,1TD8P@1236|Gammaproteobacteria,1XABR@135614|Xanthomonadales","ChrR Cupin-like domain","-","PGPT0005780_315",96.8,157,5,0,1,471,1,157,1.5e-87,327,12,8,16,6,13,14,14,16,8,20,7,22,22,18,20,16,8,174,20,22,10,14,20,14
"k87_5680054_12","COG0642@1|root,COG2205@2|Bacteria,1N9SU@1224|Proteobacteria,1RMF5@1236|Gammaproteobacteria,1X7W3@135614|Xanthomonadales","His Kinase A (phosphoacceptor) domain","ko:K02484,ko:K18072","PGPT0004100_2632",97.8,458,10,0,1,1374,1,458,2.1e-259,899.4,70,58,45,34,106,97,76,68,56,76,62,48,80,60,66,38,42,473,94,60,76,81,67,67
"k87_5680054_15","COG1020@1|root,COG1020@2|Bacteria,1QK4F@1224|Proteobacteria,1RPAG@1236|Gammaproteobacteria,1X3AB@135614|Xanthomonadales","non-ribosomal peptide synthetase","ko:K02364","PGPT0003230_44",96.9,1338,38,1,1,4014,4,1337,0,2567.3,238,184,139,152,276,250,231,236,143,228,209,180,196,201,187,172,128,1236,198,203,197,254,231,223
"k87_5680054_18","COG2194@1|root,COG2194@2|Bacteria,1MWS7@1224|Proteobacteria,1RMNG@1236|Gammaproteobacteria,1X3D7@135614|Xanthomonadales","membrane","ko:K03760","PGPT0022420_204",94.2,555,32,0,1,1665,1,555,1.2e-301,1040,68,56,52,58,70,82,91,80,51,70,60,64,66,67,72,60,45,487,70,57,87,82,60,65
"k87_5680054_25","COG1182@1|root,COG1182@2|Bacteria,1P59R@1224|Proteobacteria,1TGWU@1236|Gammaproteobacteria,1X62Y@135614|Xanthomonadales","Catalyzes the reductive cleavage of azo bond in aromatic azo compounds to the corresponding amines. Requires NADH, but not NADPH, as an electron donor for its activity","ko:K01118","PGPT0006790_143",96.5,230,8,0,1,690,1,230,1.2e-125,454.1,32,34,26,12,62,32,41,48,33,25,32,24,26,33,50,35,39,264,37,24,66,48,36,57
"k87_5680054_26","COG0583@1|root,COG0583@2|Bacteria,1MWY0@1224|Proteobacteria,1RP7Q@1236|Gammaproteobacteria,1X62S@135614|Xanthomonadales","Bacterial regulatory helix-turn-helix protein, lysR family","ko:K03566","PGPT0026360_4333",94.3,299,17,0,1,897,1,299,3.4e-157,559.3,30,26,18,44,38,52,56,42,50,62,33,34,50,42,40,35,30,337,32,34,42,56,42,41
"k87_5680054_27","COG1942@1|root,COG1942@2|Bacteria,1RAXK@1224|Proteobacteria,1S3GH@1236|Gammaproteobacteria","4-oxalocrotonate tautomerase","ko:K01821","PGPT0005210_99",95.6,135,6,0,1,405,1,135,7.8e-69,264.6,4,2,4,12,10,10,10,12,6,4,14,12,18,7,8,18,6,119,15,4,10,8,12,8
"k87_5680384_1","COG0213@1|root,COG0213@2|Bacteria,2GJH5@201174|Actinobacteria,1W8FS@1268|Micrococcaceae","pyrimidine-nucleoside phosphorylase","ko:K00756,ko:K00758","PGPT0021365_825",96.7,336,11,0,1,1008,26,361,9.6e-177,624.4,37,31,18,26,71,46,31,24,38,37,40,31,40,51,38,50,33,26,31,34,50,34,24,54
"k87_5680697_4","COG1167@1|root,COG1167@2|Bacteria,2GITW@201174|Actinobacteria,4CPBA@84995|Rubrobacteria","Alanine-glyoxylate amino-transferase","ko:K05825","PGPT0007135_196",94.3,141,8,0,1,423,1,141,4e-68,262.3,14,10,10,8,12,8,6,14,4,11,14,8,6,10,10,12,6,0,16,12,8,12,14,18
"k87_5681375_1","COG0028@1|root,COG0028@2|Bacteria,1MWVW@1224|Proteobacteria,2TTH5@28211|Alphaproteobacteria,4BAH4@82115|Rhizobiaceae","Thiamine pyrophosphate enzyme, central domain","ko:K01652","PGPT0008185_10629",98.5,135,2,0,13,417,3,137,3.6e-69,265.8,26,20,16,9,10,18,14,22,19,19,12,13,14,10,17,10,16,17,16,18,18,16,18,22
"k87_5683646_1","COG0552@1|root,COG0552@2|Bacteria,1MUDU@1224|Proteobacteria,1RNIN@1236|Gammaproteobacteria,1X52Y@135614|Xanthomonadales","Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC). Interaction with SRP-RNC leads to the transfer of the RNC complex to the Sec translocase for insertion into the membrane, the hydrolysis of GTP by both Ffh and FtsY, and the dissociation of the SRP-FtsY complex into the individual components","ko:K03110","PGPT0025740_1600",99.5,198,1,0,1,594,239,436,2.4e-103,379.8,57,47,48,38,64,50,53,52,44,67,70,36,58,37,40,48,61,222,55,71,61,76,58,64
"k87_5683942_1","COG1020@1|root,COG1020@2|Bacteria,1TPTH@1239|Firmicutes,4HAHU@91061|Bacilli,1ZB3S@1386|Bacillus","Catalyzes the first step in the D-alanylation of lipoteichoic acid (LTA), the activation of D-alanine and its transfer onto the D-alanyl carrier protein (Dcp) DltC. In an ATP- dependent two-step reaction, forms a high energy D-alanyl-AMP intermediate, followed by transfer of the D-alanyl residue as a thiol ester to the phosphopantheinyl prosthetic group of the Dcp. D-alanylation of LTA plays an important role in modulating the properties of the cell wall in Gram-positive bacteria, influencing the net charge of the cell wall","ko:K15662,ko:K15663","PGPT0012290_12",97.7,488,11,0,1,1464,2755,3242,1.8e-277,959.5,4,2,2,2,32,12,12,12,2,4,6,4,18,6,14,8,2,2,2,2,6,8,2,14
"k87_5685142_1","COG0007@1|root,COG1587@1|root,COG0007@2|Bacteria,COG1587@2|Bacteria,2GMJZ@201174|Actinobacteria","Uroporphyrinogen-III synthase","ko:K01719,ko:K13542","PGPT0003670_128",97.1,349,10,0,1,1047,219,567,2.3e-189,666.4,60,71,46,44,82,85,78,67,59,76,51,53,36,50,39,45,54,39,57,59,80,80,72,65
"k87_5685627_2","COG0024@1|root,COG0024@2|Bacteria,1MU99@1224|Proteobacteria,2TQTH@28211|Alphaproteobacteria,3FCNS@34008|Rhodovulum","Metallopeptidase family M24","ko:K01265","PGPT0020010_4087",92.2,232,18,0,1,696,42,273,2e-125,453.4,49,40,37,42,73,63,57,48,33,57,51,42,35,47,45,36,30,34,54,43,61,46,61,48
"k87_5686254_1","COG1137@1|root,COG1137@2|Bacteria,1MU8M@1224|Proteobacteria,2TR7F@28211|Alphaproteobacteria,1JRB2@119045|Methylobacteriaceae","PFAM ABC transporter","ko:K06861","PGPT0023300_123",100,59,0,0,1,177,229,287,1.1e-25,120.2,14,24,0,8,12,18,18,18,14,12,11,11,8,13,16,6,10,6,14,12,18,13,9,19
"k87_5686254_2","COG1508@1|root,COG1508@2|Bacteria,1MW4V@1224|Proteobacteria,2TS41@28211|Alphaproteobacteria,1JRV2@119045|Methylobacteriaceae","Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released","ko:K03092","PGPT0000795_2188",99.3,274,2,0,1,822,1,274,4.3e-143,512.3,17,30,22,14,34,22,24,28,22,25,24,18,39,30,18,22,22,20,28,18,32,21,15,30
"k87_5689035_1","COG1299@1|root,COG1445@1|root,COG1762@1|root,COG1299@2|Bacteria,COG1445@2|Bacteria,COG1762@2|Bacteria,1TPKU@1239|Firmicutes,4H9KR@91061|Bacilli,1ZAVB@1386|Bacillus","COG1762 Phosphotransferase system mannitol fructose-specific IIA domain (Ntr-type)","ko:K02768,ko:K02769,ko:K02770","PGPT0017120_1217",99.8,409,1,0,1,1227,106,514,8.6e-204,714.5,14,6,6,16,20,17,20,18,10,10,6,6,20,6,10,10,14,4,18,14,6,8,12,12
"k87_5689076_3","COG3482@1|root,COG3482@2|Bacteria,1QG2J@1224|Proteobacteria,2VCPZ@28211|Alphaproteobacteria,4B977@82115|Rhizobiaceae","TfuA-like protein","-","PGPT0009843_2",94.3,212,12,0,1,636,36,247,8.7e-115,417.9,10,10,15,10,38,18,28,19,18,18,28,22,16,2,16,22,20,21,21,20,24,14,26,22
"k87_5690630_1","COG3158@1|root,COG3158@2|Bacteria,1MUVH@1224|Proteobacteria,2TRVJ@28211|Alphaproteobacteria,1JQXR@119045|Methylobacteriaceae","Transport of potassium into the cell","ko:K03549","PGPT0002720_2495",100,366,0,0,1,1098,283,648,1.9e-202,709.9,48,39,44,29,64,41,39,46,40,43,49,44,38,32,46,22,26,24,36,36,46,42,44,46
"k87_5691656_1","COG1256@1|root,COG4786@1|root,COG1256@2|Bacteria,COG4786@2|Bacteria,1TPXH@1239|Firmicutes,4HAKM@91061|Bacilli,1ZB70@1386|Bacillus","flagellar hook-associated protein","ko:K02396","PGPT0015195_2019",97,166,5,0,1,498,1,166,1.1e-80,304.3,2,2,0,2,4,6,6,4,2,0,0,2,4,2,9,4,2,0,2,0,4,0,2,2
"k87_5691656_3","COG2747@1|root,COG2747@2|Bacteria,1VKHM@1239|Firmicutes,4HRCG@91061|Bacilli,1ZIVP@1386|Bacillus","Negative regulator of flagellin synthesis","ko:K02398","PGPT0015530_1700",100,86,0,0,10,267,1,86,2.8e-38,162.5,0,2,0,2,2,2,6,2,0,4,6,0,4,5,1,0,2,0,0,2,0,0,2,4
"k87_5692373_3","COG0683@1|root,COG0683@2|Bacteria,1MUCB@1224|Proteobacteria,2TRWV@28211|Alphaproteobacteria,43GXY@69277|Phyllobacteriaceae","Receptor family ligand binding region","ko:K01999","PGPT0020765_6072",98.6,69,1,0,1,207,1,69,1.5e-28,129.8,2,3,0,6,6,5,2,2,2,4,2,6,1,2,4,6,4,4,2,8,2,4,8,12
"k87_5692453_3","COG0236@1|root,COG0236@2|Bacteria","Carrier of the growing fatty acid chain in fatty acid biosynthesis","ko:K02078","PGPT0011375_1035",93.5,92,5,1,1,273,1,92,5.3e-37,158.3,4,2,4,4,2,4,4,8,12,8,6,2,6,2,14,7,10,3,10,9,8,8,13,16
"k87_5692893_2","COG4786@1|root,COG4786@2|Bacteria,1TSYY@1239|Firmicutes,4HC6B@91061|Bacilli,1ZCIJ@1386|Bacillus","flagellar basal body","ko:K02392","PGPT0015495_186",97.3,111,3,0,1,333,164,274,6.7e-50,201.4,4,2,0,0,2,6,2,0,0,4,0,0,4,7,2,0,2,0,2,2,4,2,0,0
"k87_5693007_2","COG0736@1|root,COG0736@2|Bacteria,1MZBF@1224|Proteobacteria,2U77S@28211|Alphaproteobacteria,4BDYE@82115|Rhizobiaceae","Transfers the 4'-phosphopantetheine moiety from coenzyme A to a Ser of acyl-carrier-protein","ko:K00997","PGPT0008840_600",91.8,134,11,0,1,402,1,134,8.4e-63,244.6,20,6,6,4,12,15,2,12,9,10,4,8,10,4,18,12,7,6,11,10,15,24,14,12
"k87_5695393_1","COG4638@1|root,COG4638@2|Bacteria,1MWXW@1224|Proteobacteria,2TSJ5@28211|Alphaproteobacteria,43GYK@69277|Phyllobacteriaceae","Rieske 2Fe-2S","ko:K00479","PGPT0013680_510",91.3,218,19,0,1,654,196,413,6e-119,431.8,22,8,8,4,10,10,10,12,6,3,16,4,12,12,6,6,10,12,8,14,15,6,20,16
"k87_5695393_2","COG1018@1|root,COG1018@2|Bacteria,1MY2Q@1224|Proteobacteria,2U0WY@28211|Alphaproteobacteria,43H54@69277|Phyllobacteriaceae","Oxidoreductase FAD-binding domain","ko:K00523,ko:K21832","PGPT0013685_478",90.1,363,36,0,1,1089,1,363,6.9e-197,691.4,15,14,16,12,10,14,16,22,12,16,16,24,26,18,9,8,27,20,6,21,21,22,20,12
"k87_5696291_3","COG0473@1|root,COG0473@2|Bacteria,2I4BP@201174|Actinobacteria,4CPAZ@84995|Rubrobacteria","Isocitrate/isopropylmalate dehydrogenase","-","PGPT0019510_1495",90.2,143,14,0,1,429,216,358,1.8e-68,263.5,8,14,8,2,10,20,14,8,6,4,11,13,2,8,12,6,5,5,12,12,14,4,14,6
"k87_5697577_3","COG1219@1|root,COG1219@2|Bacteria,1MVQK@1224|Proteobacteria,2TS3R@28211|Alphaproteobacteria,2JZWY@204457|Sphingomonadales","ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP","ko:K03544","PGPT0014600_3294",97.6,82,2,0,1,246,1,82,4.9e-42,174.9,6,8,7,9,11,2,2,10,4,11,14,6,8,4,17,4,8,9,8,10,6,8,10,6
"k87_5697948_2","COG3546@1|root,COG3546@2|Bacteria,2GKIM@201174|Actinobacteria,4FRPP@85023|Microbacteriaceae","Manganese containing catalase","ko:K07217","PGPT0013240_93",97.8,46,1,0,1,138,1,46,2.1e-18,95.5,14,9,10,9,22,10,8,23,9,10,11,11,7,3,14,8,9,5,8,16,11,6,11,15
"k87_5699456_4","COG3508@1|root,COG3508@2|Bacteria,2GKZV@201174|Actinobacteria","Involved in the catabolism of homogentisate (2,5- dihydroxyphenylacetate or 2,5-OH-PhAc), a central intermediate in the degradation of phenylalanine and tyrosine. Catalyzes the oxidative ring cleavage of the aromatic ring of homogentisate to yield maleylacetoacetate","ko:K00451","PGPT0006025_953",90.2,439,40,1,1,1317,1,436,2.3e-242,842.8,47,68,52,53,92,72,72,93,55,56,53,37,38,52,50,48,56,50,71,95,69,72,71,73
"k87_5699880_4","COG1172@1|root,COG1172@2|Bacteria,1MX7D@1224|Proteobacteria,2TVBH@28211|Alphaproteobacteria,43NQ2@69277|Phyllobacteriaceae","Belongs to the binding-protein-dependent transport system permease family","ko:K17214","PGPT0016800_112",96.5,170,6,0,1,510,173,342,5e-81,305.4,16,16,7,2,17,4,6,2,8,10,12,4,12,4,4,8,9,15,18,18,10,22,12,10
