reference	Subject	percent	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
k87_6137209_1	PGPT0007235_890	93.2	44	3	0	1	132	305	348	1.70E-14	83.2
k87_6137209_2	PGPT0007240_70	94.8	172	9	0	376	891	147	318	1.00E-81	308.5
k87_6138539_1	PGPT0013990_3271	92.1	521	41	0	4	1566	385	905	3.20E-259	899
k87_6138698_2	PGPT0007945_1176	91.9	172	14	0	1	516	1	172	1.00E-89	334.3
k87_6139784_5	PGPT0018065_315	97.7	257	6	0	1	771	1	257	4.80E-136	488.8
k87_6139784_6	PGPT0018245_149	98.9	281	3	0	1	843	1	281	1.70E-163	580.1
k87_6140007_3	PGPT0018050_1274	96.8	63	2	0	1	189	376	438	2.70E-27	125.6
k87_6141134_2	PGPT0007360_1562	94.2	69	4	0	1	207	1	69	3.90E-32	141.7
k87_6141352_1	PGPT0014145_845	93.8	341	21	0	1	1023	51	391	6.10E-187	658.3
k87_6141787_1	PGPT0026785_944	99.3	138	1	0	1	414	56	193	1.80E-76	290
k87_6141984_2	PGPT0009180_1165	91	212	19	0	1	636	87	298	9.00E-104	381.3
k87_6142203_3	PGPT0029885_478	90.7	409	38	0	1	1227	1	409	5.20E-217	758.4
k87_6143051_1	PGPT0021345_2326	100	40	0	0	1	120	300	339	6.70E-16	87
k87_6144880_1	PGPT0000640_2768	90	40	4	0	1	120	437	476	3.20E-13	78.2
k87_6145512_1	PGPT0009520_2456	95.5	381	17	0	1	1143	17	397	5.00E-206	721.8
k87_6145512_2	PGPT0009535_541	93.1	174	12	0	1	522	85	258	3.20E-91	339.3
k87_6145806_1	PGPT0013925_984	90.2	51	5	0	1	153	1	51	4.90E-16	87.8
k87_6147256_1	PGPT0009290_198	91	312	28	0	1	936	307	618	1.40E-167	594
k87_6147526_2	PGPT0020315_499	98.4	123	2	0	1	369	311	433	5.70E-66	255
k87_6147752_2	PGPT0001170_914	90.7	269	25	0	22	828	5	273	8.30E-134	481.5
k87_6150551_3	PGPT0021555_3416	100	33	0	0	1	99	16	48	5.60E-13	77
k87_6151556_4	PGPT0013795_327	90.5	74	7	0	25	246	13	86	1.60E-24	116.7
k87_6152738_1	PGPT0017815_807	91.5	117	9	1	1	348	1	117	1.80E-58	229.9
k87_6152738_4	PGPT0016535_4701	95.4	217	10	0	37	687	92	308	3.10E-110	402.9
k87_6153563_1	PGPT0003935_2087	94.2	325	17	1	1	975	1	323	6.50E-178	628.2
k87_6153563_2	PGPT0001380_2181	97.2	109	3	0	1	327	373	481	8.30E-53	211.1
k87_6153735_1	PGPT0001920_354	100	38	0	0	1	114	1	38	1.80E-15	85.5
k87_6154467_2	PGPT0013890_2743	95.3	43	2	0	1	129	249	291	6.90E-14	80.5
k87_6156891_1	PGPT0004435_2342	91.5	259	22	0	16	792	330	588	7.20E-127	458.4
k87_6156891_2	PGPT0023720_700	96.7	61	2	0	1	183	1	61	2.40E-25	119
k87_6158535_3	PGPT0015690_4210	93.3	119	8	0	1	357	1	119	9.80E-55	217.6
k87_6160127_1	PGPT0014215_1037	98.1	52	1	0	1	156	377	428	1.30E-22	109.8
k87_6160326_1	PGPT0017960_139	90.4	187	18	0	1	561	1	187	9.70E-94	347.8
k87_6162474_3	PGPT0029250_2201	90.1	203	20	0	7	615	3	205	3.50E-89	332.8
k87_6162729_1	PGPT0016685_236	93.4	166	11	0	1	498	1	166	6.40E-81	305.1
k87_6162951_1	PGPT0012225_2638	92.8	139	10	0	4	420	372	510	1.60E-69	266.9
k87_6163149_1	PGPT0016545_4383	96.4	56	2	0	1	168	386	441	4.60E-23	111.3
k87_6163700_4	PGPT0016025_878	94	151	9	0	1	453	331	481	3.70E-75	285.8
k87_6163968_4	PGPT0014915_1513	98.8	973	12	0	1	2919	1	973	0.00E+00	1913.7
k87_6163968_5	PGPT0001850_146	99.3	139	1	0	148	564	50	188	1.70E-77	293.9
k87_6163968_9	PGPT0002625_370	97.6	459	11	0	1	1377	1	459	3.10E-250	869
k87_6165134_1	PGPT0001550_1285	93.2	59	4	0	1	177	380	438	1.90E-22	109.4
k87_6165134_2	PGPT0001445_3070	90.3	278	27	0	112	945	4	281	1.40E-148	530.8
k87_6165231_2	PGPT0008160_4008	99.6	274	1	0	1	822	1	274	2.80E-158	562.8
k87_6165231_5	PGPT0008860_5636	99	304	3	0	1	912	1	304	3.90E-177	625.5
k87_6165231_11	PGPT0024470_22	92.6	821	61	0	1	2463	1	821	0.00E+00	1481.5
k87_6165231_17	PGPT0023515_314	99.5	606	3	0	1	1818	1	606	0.00E+00	1203.3
k87_6165231_18	PGPT0008970_2413	98.5	66	1	0	1	198	1	66	5.10E-29	131.3
k87_6165231_21	PGPT0003790_6078	94.6	859	44	1	1	2571	1	859	0.00E+00	1622.8
k87_6165231_24	PGPT0008965_1144	99.6	264	1	0	1	792	1	264	1.40E-143	513.8
k87_6165231_29	PGPT0001620_83	98.8	242	3	0	1	726	1	242	4.60E-136	488.8
k87_6165231_34	PGPT0003280_2321	99.2	1041	8	0	1	3123	1	1041	0.00E+00	1942.5
k87_6165231_36	PGPT0003275_4664	97.8	369	7	1	154	1257	1	369	1.80E-193	680.2
k87_6165231_37	PGPT0002810_4529	98.7	318	4	0	1	954	1	318	1.10E-174	617.5
k87_6165730_2	PGPT0012920_2176	93.6	297	19	0	1	891	146	442	8.80E-166	587.8
k87_6165863_1	PGPT0000650_1044	100	53	0	0	1	159	1	53	1.90E-23	112.5
k87_6166798_1	PGPT0014315_1455	100	94	0	0	1	282	1	94	2.70E-44	182.6
k87_6166798_2	PGPT0014600_3589	98.8	241	3	0	1	723	181	421	1.90E-118	430.3
k87_6166948_2	PGPT0007020_157	100	208	0	0	1	624	1	208	6.50E-107	391.7
k87_6167168_2	PGPT0030655_984	92.6	231	17	0	1	693	1	231	7.20E-123	444.9
k87_6167168_3	PGPT0000635_167	99.1	108	1	0	1	324	1	108	3.20E-57	225.7
k87_6168013_1	PGPT0014220_3933	90.4	188	18	0	1	564	77	264	2.40E-87	326.6
k87_6168890_2	PGPT0025735_930	91.9	37	3	0	1	111	190	226	4.20E-10	67.8
k87_6170414_1	PGPT0015610_402	90.6	64	6	0	19	210	194	257	5.70E-24	114.8
k87_6170738_3	PGPT0017350_1916	90	230	23	0	1	690	1	230	4.40E-88	329.3
k87_6171237_1	PGPT0008905_1221	94.6	204	11	0	4	615	425	628	6.00E-113	411.8
k87_6172409_2	PGPT0014355_2396	92.3	156	12	0	1	468	1	156	9.60E-79	297.7
k87_6173897_1	PGPT0021340_1108	94	248	14	1	1	741	1	248	1.20E-123	447.6
k87_6174873_1	PGPT0002125_134	95.4	131	5	1	1	390	1	131	6.10E-63	245
k87_6177918_1	PGPT0000885_737	92.7	150	11	0	25	474	1	150	3.60E-81	305.8
k87_6178416_3	PGPT0001115_591	90.5	285	27	0	1	855	1	285	1.30E-150	537.3
k87_6179210_1	PGPT0020785_7794	98.9	89	1	0	1	267	146	234	1.20E-38	163.7
k87_6180183_1	PGPT0027695_2534	90	80	5	2	1	237	327	404	3.80E-31	138.7
k87_6180183_2	PGPT0022330_92	93.5	214	14	0	1	642	1	214	6.70E-107	391.7
k87_6181082_1	PGPT0004265_191	95.3	86	4	0	1	258	1	86	7.40E-41	171
k87_6181082_2	PGPT0003905_1453	94.8	134	7	0	1	402	1	134	4.60E-61	238.8
k87_6181553_2	PGPT0007685_1614	93.9	312	19	0	1	936	1	312	4.50E-168	595.5
k87_6182140_1	PGPT0013995_2350	98.1	155	3	0	1	465	1	155	6.40E-67	258.5
k87_6183984_1	PGPT0008385_3995	91.7	336	28	0	1	1008	17	352	1.00E-186	657.5
k87_6184071_1	PGPT0015670_208	98.6	213	2	1	1	639	1	212	1.50E-114	417.2
k87_6184071_2	PGPT0015680_2158	95.7	139	6	0	1	417	30	168	2.00E-67	260
k87_6184223_1	PGPT0030635_1395	90.6	331	31	0	1	993	53	383	1.10E-169	600.9
k87_6185101_3	PGPT0001465_2902	98.4	314	5	0	1	942	1	314	2.40E-177	626.3
k87_6186502_1	PGPT0009180_237	98.1	157	3	0	1	471	163	319	1.40E-80	303.9
k87_6186502_2	PGPT0009185_692	92.1	202	16	0	1	606	1	202	6.10E-102	375.2
k87_6186992_2	PGPT0016025_1453	93.8	81	5	0	1	243	375	455	2.40E-36	156
k87_6190374_1	PGPT0014825_200	92.8	181	13	0	1	543	155	335	1.80E-92	343.6
k87_6192114_2	PGPT0020765_13035	92.4	132	10	0	1	396	1	132	1.10E-64	250.8
k87_6192383_1	PGPT0003935_1830	98.5	137	2	0	1	411	191	327	9.10E-73	277.7
k87_6192998_1	PGPT0013160_1598	91.5	59	5	0	4	180	1	59	2.10E-25	119.8
k87_6195911_2	PGPT0024160_3538	90.8	401	37	0	1	1203	9	409	2.50E-203	713
k87_6197079_1	PGPT0007845_4341	97	237	7	0	1	711	24	260	1.80E-113	413.7
k87_6197204_1	PGPT0013545_9	90	210	21	0	1	630	46	255	7.20E-106	388.3
k87_6198754_2	PGPT0004890_241	91	245	22	0	1	735	1	245	2.00E-123	446.8
k87_6198803_2	PGPT0013615_2800	93.7	79	5	0	13	249	1	79	2.80E-37	159.1
k87_6198852_3	PGPT0004755_533	90	40	4	0	1	120	1	40	2.10E-13	79
k87_6199076_1	PGPT0005960_30	95.3	191	9	0	1	573	239	429	2.60E-105	386.3
k87_6199076_2	PGPT0005965_34	90.5	169	16	0	1	507	1	169	1.00E-86	324.3
k87_6199590_1	PGPT0019635_2296	90.7	526	49	0	1	1578	404	929	1.10E-275	953.7
k87_6199682_4	PGPT0017400_2459	93.7	269	17	0	1	807	11	279	1.40E-138	497.3
k87_6201418_5	PGPT0020775_2062	90.2	41	4	0	1	123	141	181	2.80E-14	81.6
k87_6204690_1	PGPT0009155_2756	95.1	143	7	0	37	465	1	143	2.50E-71	273.1
k87_6205573_1	PGPT0014600_4466	92.1	89	6	1	1	267	1	88	2.20E-40	169.5
k87_6206515_1	PGPT0000390_1119	90.7	355	33	0	1	1065	261	615	1.10E-199	700.7
k87_6207434_2	PGPT0000350_28	90.8	675	62	0	1	2025	1	675	0.00E+00	1249.2
k87_6208116_1	PGPT0007685_2715	90.9	175	16	0	1	525	1	175	8.80E-81	304.7
k87_6209837_1	PGPT0023940_1375	99.2	503	4	0	1	1509	159	661	1.10E-280	970.3
k87_6210581_1	PGPT0005000_706	91.1	347	31	0	1	1041	103	449	7.10E-183	644.8
k87_6211020_3	PGPT0004080_1277	100	33	0	0	1	99	77	109	2.40E-11	71.6
k87_6211516_1	PGPT0006730_13975	92.8	97	7	0	16	306	7	103	1.00E-41	174.1
k87_6211516_2	PGPT0006725_7691	98.1	313	6	0	46	984	1	313	1.20E-166	590.9
k87_6211593_1	PGPT0013350_15390	94.8	213	11	0	1	639	1	213	2.80E-113	412.9
k87_6211593_2	PGPT0023660_2049	96.1	76	3	0	1	228	1	76	2.40E-35	152.5
k87_6212128_2	PGPT0029290_998	91.7	96	6	1	1	288	1	94	7.60E-26	121.3
k87_6212334_26	PGPT0012140_274	100	212	0	0	1	636	1	212	1.20E-116	424.1
k87_6212577_3	PGPT0006025_1037	92.7	233	17	0	1	699	1	233	1.00E-124	451.1
k87_6214302_3	PGPT0017550_1787	96.2	364	14	0	1	1092	25	388	1.70E-206	723.4
k87_6217063_2	PGPT0012980_1646	91.1	123	11	0	1	369	114	236	1.10E-53	214.2
k87_6219648_2	PGPT0016310_3396	98	249	5	0	1	747	1	249	1.10E-134	484.2
k87_6220580_1	PGPT0008370_1389	93.5	262	17	0	1	786	1	262	1.30E-136	490.7
k87_6221225_2	PGPT0000775_265	92	224	18	0	1	672	1	224	2.70E-106	389.8
k87_6221977_2	PGPT0007295_1849	94.7	75	4	0	1	225	1	75	5.20E-30	134.8
k87_6223386_2	PGPT0014220_327	90.1	282	28	0	1	846	1	282	1.40E-134	484.2
k87_6224391_1	PGPT0009020_2722	90.1	322	32	0	19	984	4	325	5.40E-164	582
k87_6224422_1	PGPT0001175_748	95.9	97	4	0	1	291	1	97	2.10E-47	193
k87_6224600_1	PGPT0013350_9606	94.6	370	20	0	1	1110	4	373	1.50E-191	673.7
k87_6224724_4	PGPT0002265_2754	90.9	55	5	0	1	165	598	652	3.30E-21	105.1
k87_6226106_1	PGPT0015600_72	98.3	231	4	0	1	693	19	249	2.40E-126	456.4
k87_6226619_2	PGPT0003905_1408	100	137	0	0	1	411	1	137	7.20E-78	294.7
k87_6226988_2	PGPT0009535_2631	91.1	225	20	0	1	675	16	240	4.50E-101	372.5
k87_6227181_2	PGPT0008281_236	98.2	112	2	0	1	336	1	112	3.50E-59	232.3
k87_6227643_2	PGPT0001535_2383	91.4	81	7	0	1	243	1	81	1.40E-32	143.7
k87_6228357_1	PGPT0014580_832	96.3	54	2	0	1	162	1	54	4.90E-22	107.8
k87_6228732_2	PGPT0000617_518	91.6	95	8	0	1	285	1	95	2.30E-38	162.9
k87_6229483_1	PGPT0009235_672	90.4	83	8	0	1	249	1	83	7.40E-38	161
k87_6230171_2	PGPT0021145_1863	91.5	436	37	0	1	1308	1	436	4.00E-223	778.9
k87_6231432_3	PGPT0016540_8431	93.1	216	15	0	1	648	59	274	8.50E-110	401.4
k87_6231756_1	PGPT0013300_1754	98.7	149	2	0	1	447	1	149	2.80E-83	312.8
k87_6233573_5	PGPT0003650_1742	98.8	434	5	0	1	1302	1	434	3.90E-231	805.4
k87_6233573_7	PGPT0024480_812	93.7	205	13	0	91	705	1	205	9.00E-105	384.8
k87_6233573_8	PGPT0007605_1050	94.5	309	14	1	1	927	1	306	1.80E-161	573.5
k87_6233573_9	PGPT0021480_3336	93.3	179	11	1	1	534	1	179	3.70E-87	325.9
k87_6234891_3	PGPT0002265_2877	93.4	151	10	0	1	453	502	652	3.70E-75	285.8
k87_6235361_1	PGPT0014905_1896	91.1	270	24	0	1	810	189	458	8.10E-134	481.5
k87_6235475_1	PGPT0016205_1868	93.3	60	4	0	1	180	1	60	7.50E-24	114
k87_6236702_2	PGPT0002935_1035	90.7	43	4	0	1	129	1	43	9.60E-13	76.6
k87_6237532_1	PGPT0008360_2923	95.5	264	12	0	1	792	1	264	3.80E-144	515.8
k87_6237532_2	PGPT0011375_6431	100	78	0	0	1	234	1	78	7.30E-35	151
k87_6237532_3	PGPT0003180_17948	99.2	245	2	0	1	735	1	245	6.70E-127	458.4
k87_6237565_3	PGPT0013735_443	95.9	49	2	0	1	147	286	334	2.50E-20	102.1
k87_6238738_1	PGPT0008320_4812	94.5	91	5	0	1	273	1	91	5.80E-44	181.4
k87_6239617_1	PGPT0003025_2813	92.5	107	8	0	1	321	1	107	3.30E-46	189.1
k87_6240741_1	PGPT0015310_101	98.3	235	4	0	1	705	1	235	1.10E-123	447.6
k87_6240746_1	PGPT0019385_180	97.3	439	12	0	1	1317	55	493	1.30E-261	906.7
k87_6241139_1	PGPT0026850_2637	98.6	148	2	0	16	459	1	148	4.50E-73	278.9
k87_6241139_2	PGPT0026845_208	100	326	0	0	1	978	387	712	3.90E-159	565.8
k87_6241340_1	PGPT0001530_880	91.8	365	30	0	1	1095	465	829	6.70E-200	701.4
k87_6241415_2	PGPT0001420_1690	98.1	52	1	0	1	156	1	52	1.40E-21	106.3
k87_6241580_1	PGPT0014244_3537	91.3	69	6	0	1	207	315	383	8.20E-30	134
k87_6242126_2	PGPT0014575_169	95.7	304	13	0	1	912	1	304	1.40E-153	547.4
k87_6244594_4	PGPT0001465_2027	100	42	0	0	7	132	82	123	2.10E-15	85.5
k87_6247394_1	PGPT0012875_2034	90.5	105	10	0	1	315	1	105	7.40E-51	204.5
k87_6247828_2	PGPT0027700_2508	95.6	272	12	0	1	816	71	342	1.20E-137	494.2
k87_6248125_1	PGPT0001875_2960	100	32	0	0	1	96	1	32	6.70E-11	70.1
k87_6248401_1	PGPT0004060_398	90.3	402	39	0	1	1206	1	402	1.40E-198	697.2
k87_6249468_2	PGPT0001580_705	97.1	34	1	0	1	102	467	500	1.00E-12	76.3
k87_6249511_1	PGPT0002655_3267	91.2	80	7	0	1	240	230	309	3.10E-33	145.6
k87_6249531_3	PGPT0002680_642	92.2	51	4	0	1	153	2	52	1.70E-16	89.4
k87_6250516_2	PGPT0025885_2530	91.4	105	9	0	1	315	21	125	2.50E-51	206.1
k87_6251094_2	PGPT0013380_1074	91.9	160	13	0	1	480	116	275	7.80E-76	288.1
k87_6252873_1	PGPT0001380_49	90.1	91	9	0	1	273	590	680	9.70E-39	164.1
k87_6253394_3	PGPT0013255_7801	90.7	323	29	1	1	969	1	322	4.30E-158	562.4
k87_6253401_3	PGPT0015690_3954	99.2	121	1	0	1	363	1	121	1.20E-63	247.3
k87_6254311_1	PGPT0007775_881	94.7	169	9	0	1	507	168	336	2.20E-89	333.2
k87_6256557_3	PGPT0008405_2485	96.2	159	6	0	1	477	1	159	7.80E-76	288.1
k87_6256557_4	PGPT0008430_1813	90.3	422	41	0	55	1320	3	424	3.00E-210	736.1
k87_6257451_2	PGPT0019665_1659	92.2	270	21	0	1	810	1	270	8.60E-152	541.2
k87_6258813_2	PGPT0014635_5087	90.5	148	14	0	1	444	1	148	2.70E-70	269.6
k87_6260117_1	PGPT0013035_2636	90.8	238	22	0	1	714	195	432	2.70E-125	453
k87_6260381_1	PGPT0008970_1669	91.8	61	5	0	1	183	6	66	6.60E-23	110.9
k87_6260381_2	PGPT0008965_1088	94.3	264	15	0	1	792	1	264	4.70E-134	482.3
k87_6261493_3	PGPT0008320_12484	97.5	40	1	0	1	120	349	388	2.20E-14	82
k87_6262353_1	PGPT0004090_6026	91.9	347	24	2	1	1029	1	347	2.00E-166	590.1
k87_6262994_1	PGPT0022625_1222	90	331	33	0	1	993	22	352	7.50E-182	641.3
k87_6263437_2	PGPT0007695_2899	90.1	121	12	0	1	363	1	121	1.30E-59	233.8
k87_6265843_3	PGPT0014310_4866	98.8	82	1	0	1	246	1	82	1.30E-37	160.2
k87_6266744_2	PGPT0021040_3001	90.7	281	26	0	1	843	225	505	2.50E-133	479.9
k87_6268393_2	PGPT0017670_347	100	47	0	0	1	141	281	327	6.50E-18	94
k87_6270046_3	PGPT0021955_175	94.2	137	8	0	1	411	1	137	1.60E-66	256.9
k87_6271666_1	PGPT0007525_401	91.7	338	28	0	4	1017	1	338	1.40E-170	604
k87_6271696_1	PGPT0008155_1415	100	53	0	0	1	159	1	53	3.70E-22	108.2
k87_6271696_2	PGPT0009155_1371	100	274	0	0	1	822	257	530	3.30E-151	539.3
k87_6271969_1	PGPT0021225_1601	93.7	191	12	0	1	573	1	191	8.40E-101	371.3
k87_6273722_1	PGPT0001405_489	95.5	419	19	0	1	1257	132	550	7.60E-240	834.3
k87_6274224_2	PGPT0029880_278	93.9	99	6	0	1	297	1	99	3.60E-47	192.2
k87_6274646_3	PGPT0014325_3777	100	33	0	0	1	99	39	71	1.40E-11	72.4
k87_6276197_6	PGPT0013170_1596	92.1	253	20	0	1	759	1	253	3.50E-131	472.6
k87_6276197_8	PGPT0000405_516	96.4	358	13	0	1	1074	1	358	1.40E-202	710.3
k87_6276197_9	PGPT0000400_825	98.4	186	3	0	16	573	1	186	2.10E-91	340.1
k87_6276197_15	PGPT0030495_4334	100	154	0	0	13	474	1	154	3.10E-77	292.7
k87_6276197_16	PGPT0021150_2108	99.4	480	3	0	1	1440	604	1083	3.80E-267	925.2
k87_6276762_1	PGPT0019635_2615	92.6	68	4	1	1	201	1	68	3.90E-29	131.7
k87_6276762_3	PGPT0002115_217	94.3	106	6	0	1	318	1	106	7.50E-51	204.5
k87_6277427_2	PGPT0026840_1624	91	100	9	0	13	312	2	101	1.60E-37	160.2
k87_6277497_2	PGPT0016535_7524	91.5	294	25	0	1	882	1	294	1.40E-142	510.8
k87_6277497_3	PGPT0016545_5711	95.3	86	4	0	1	258	351	436	2.30E-37	159.5
k87_6278001_2	PGPT0015600_360	96.5	198	7	0	1	594	1	198	2.40E-103	379.8
k87_6281793_1	PGPT0030665_158	93.6	346	22	0	1	1038	1	346	7.30E-180	634.8
k87_6282908_1	PGPT0008135_4129	94.7	265	14	0	1	795	84	348	4.50E-137	492.3
k87_6285791_1	PGPT0008490_99	100	135	0	0	1	405	1	135	2.00E-72	276.6
k87_6285791_2	PGPT0001365_1419	99.6	269	1	0	1	807	1	269	6.60E-144	515
k87_6286191_1	PGPT0015865_66	100	117	0	0	1	351	1	117	1.30E-59	233.8
k87_6286191_2	PGPT0015870_39	91.2	228	20	0	1	684	391	618	1.00E-113	414.5
k87_6287304_2	PGPT0020800_2969	96.4	274	10	0	4	825	27	300	5.90E-148	528.5
k87_6288231_3	PGPT0004430_15688	91.2	193	17	0	1	579	299	491	3.40E-94	349.4
k87_6288935_1	PGPT0021150_672	93.5	46	3	0	1	138	1	46	1.10E-17	93.2
k87_6290037_3	PGPT0002395_59	91.5	271	23	0	1	813	379	649	1.40E-138	497.3
k87_6290373_1	PGPT0001685_1331	93.2	351	24	0	1	1053	385	735	8.50E-184	647.9
k87_6291558_3	PGPT0003370_589	100	72	0	0	1	216	1	72	2.20E-38	162.5
k87_6291813_1	PGPT0004645_263	98.3	179	3	0	1	537	40	218	1.40E-94	350.5
k87_6291813_4	PGPT0004655_468	94.6	332	18	0	1	996	1	332	4.10E-180	635.6
k87_6291813_5	PGPT0004580_1547	96.5	492	17	0	13	1488	1	492	4.60E-276	954.9
k87_6291813_6	PGPT0004585_1057	95.6	183	8	0	1	549	1	183	4.00E-92	342.4
k87_6291813_7	PGPT0004595_885	97.7	355	8	0	1	1065	1	355	1.90E-186	656.8
k87_6291813_8	PGPT0004650_208	98	202	4	0	1	606	17	218	5.90E-113	411.8
k87_6291813_9	PGPT0004590_2243	97.2	246	7	0	1	738	1	246	4.50E-123	445.7
k87_6292604_2	PGPT0021480_2306	94.1	152	9	0	1	456	1	152	3.40E-73	279.3
k87_6294708_2	PGPT0008185_2710	90.7	345	32	0	1	1035	1	345	4.10E-191	672.2
k87_6294936_1	PGPT0001443_2315	92.7	110	8	0	1	330	1	110	8.00E-56	221.1
k87_6295172_1	PGPT0015075_1188	93.8	65	4	0	1	195	172	236	2.30E-26	122.5
k87_6295193_1	PGPT0030468_5882	94.8	786	40	1	1	2358	1	785	0.00E+00	1321.2
k87_6297815_1	PGPT0018535_4995	95.4	216	10	0	22	669	7	222	5.90E-114	415.2
k87_6297815_2	PGPT0003735_2500	95.6	273	12	0	1	819	81	353	1.60E-142	510.4
k87_6298028_2	PGPT0000400_332	93.4	196	13	0	1	588	1	196	5.60E-92	342
k87_6299094_2	PGPT0016535_6629	97	298	9	0	1	894	1	298	1.20E-146	524.2
k87_6299127_2	PGPT0024170_84	96.3	215	8	0	1	645	1	215	4.00E-111	406
k87_6299127_3	PGPT0007240_1854	100	114	0	0	1	342	1	114	7.00E-55	218
k87_6299569_2	PGPT0013890_2743	95.3	43	2	0	1	129	1	43	2.30E-14	82
k87_6300135_2	PGPT0008110_842	96.3	434	16	0	1	1302	1	434	4.20E-233	812
k87_6300405_1	PGPT0014040_5535	98.5	329	5	0	1	987	77	405	5.20E-175	618.6
k87_6300640_2	PGPT0002125_48	91.1	124	11	0	100	471	20	143	1.10E-58	231.1
k87_6300801_2	PGPT0017405_3354	90.7	43	4	0	4	132	7	49	6.80E-14	80.5
k87_6300831_2	PGPT0021205_3468	99.5	189	1	0	1	567	2	190	1.20E-99	367.5
k87_6301048_1	PGPT0023465_73	93	258	18	0	1	774	54	311	1.70E-133	480.3
k87_6301048_2	PGPT0023470_735	94.1	85	5	0	1	255	1	85	1.40E-36	156.8
k87_6301809_1	PGPT0014915_1978	92.3	363	28	0	1	1089	79	441	8.70E-200	701
k87_6303113_2	PGPT0021690_379	94.2	137	8	0	1	411	1	137	1.50E-72	276.9
k87_6303491_1	PGPT0016760_49	90	120	12	0	1	360	1	120	5.10E-56	221.9
k87_6303772_1	PGPT0009811_1282	98.1	377	7	0	1	1131	337	713	1.00E-211	740.7
k87_6306651_1	PGPT0025725_812	90.9	417	38	0	1	1251	1	417	2.90E-215	752.7
k87_6306723_3	PGPT0030522_150	90	50	5	0	1	150	62	111	2.20E-17	92.4
k87_6307402_2	PGPT0014315_2902	91.6	95	7	1	1	285	704	797	4.10E-38	162.2
k87_6307992_1	PGPT0016690_331	94.7	206	11	0	1	618	127	332	8.20E-102	374.8
k87_6307992_2	PGPT0016695_329	92.3	310	24	0	1	930	1	310	5.10E-132	475.7
k87_6308080_2	PGPT0007725_728	99.6	242	1	0	1	726	1	242	2.40E-137	493
k87_6309150_1	PGPT0020780_9259	98.5	131	2	0	1	393	1	131	2.10E-63	246.5
k87_6309150_2	PGPT0020775_5832	98.9	279	3	0	1	837	65	343	1.10E-149	534.3
k87_6309160_2	PGPT0016545_183	94.8	135	7	0	1	405	394	528	3.20E-70	269.2
k87_6309639_1	PGPT0030635_3351	92.2	244	19	0	1	732	97	340	1.70E-122	443.7
k87_6310045_1	PGPT0001875_4065	94.2	225	13	0	10	684	7	231	1.70E-121	440.3
k87_6310195_2	PGPT0014595_8054	97.1	68	2	0	1	204	1	68	1.80E-29	132.9
k87_6310338_2	PGPT0020225_1127	97.9	239	5	0	1	717	1	239	2.30E-132	476.5
k87_6310355_2	PGPT0001685_991	92.3	117	9	0	13	363	6	122	1.80E-53	213.4
k87_6310941_1	PGPT0016540_5791	96.9	159	5	0	1	477	122	280	5.60E-82	308.5
k87_6312766_1	PGPT0017560_126	96.2	338	13	0	1	1014	238	575	4.50E-190	668.7
k87_6312961_1	PGPT0025750_530	96.6	238	8	0	1	714	204	441	2.10E-120	437.2
k87_6313400_2	PGPT0007855_964	94.8	386	20	0	1	1158	1	386	4.90E-225	785
k87_6314771_1	PGPT0016660_982	92.5	255	19	0	1	765	4	258	3.80E-125	452.6
k87_6318183_2	PGPT0030610_1108	100	334	0	0	1	1002	1	334	1.60E-192	676.8
k87_6318183_3	PGPT0008155_1415	98.3	234	4	0	1	702	57	290	1.20E-130	470.7
k87_6318334_1	PGPT0014215_4014	96.9	64	2	0	7	198	352	415	9.60E-28	127.1
k87_6320225_1	PGPT0013740_2482	99.4	352	2	0	1	1056	21	372	2.30E-181	639.8
k87_6320789_3	PGPT0001390_3252	94.8	77	4	0	1	231	1	77	9.60E-32	140.6
k87_6321593_2	PGPT0013170_15052	99.1	213	2	0	1	639	1	213	9.90E-119	431
k87_6321632_3	PGPT0023665_365	91.3	206	17	1	618	1	26	230	4.50E-100	369
k87_6321669_2	PGPT0013170_9181	90.2	112	11	0	1	336	1	112	3.60E-51	205.7
k87_6321687_2	PGPT0008135_2701	95.1	41	2	0	1	123	13	53	3.70E-14	81.3
k87_6322270_5	PGPT0013215_2772	90.2	102	10	0	1	306	1	102	7.00E-46	188
k87_6322748_3	PGPT0027700_2683	93.2	74	5	0	1	222	1	74	6.00E-31	137.9
k87_6322899_1	PGPT0004590_196	100	160	0	0	1	480	119	278	4.30E-74	282.3
k87_6322899_2	PGPT0013210_1349	100	71	0	0	1	213	1	71	1.10E-34	150.2
k87_6322899_3	PGPT0015885_107	98.3	179	3	0	1	537	1	179	1.40E-89	334
k87_6322937_1	PGPT0008770_571	90.4	94	9	0	10	291	3	96	1.40E-40	170.2
k87_6323248_1	PGPT0021560_1841	100	66	0	0	198	1	194	259	1.00E-29	133.7
k87_6323248_2	PGPT0021560_1841	98.8	328	4	0	1	984	284	611	1.20E-179	634
k87_6323884_2	PGPT0016535_612	93.3	45	3	0	1	135	292	336	1.30E-15	86.3
k87_6323919_3	PGPT0020010_3835	90.4	188	18	0	1	564	88	275	1.70E-101	373.6
k87_6324043_1	PGPT0023075_869	97.7	305	7	0	31	945	1	305	4.80E-162	575.5
k87_6324247_3	PGPT0002685_2941	92.1	63	5	0	1	189	1	63	1.90E-25	119.4
