Subject,Factor,Type,Pfams
PGPT0020150,asnB,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_ASPARTATE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_ASPARAGINE_DEGRADATION,PF00733;PF13522;PF13537;PF07940;PF16889
PGPT0020155,hom,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_ASPARTATE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_SERINE_DEGRADATION,PF01842;PF00742;PF03447;PF00291
PGPT0020160,thrA,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_ASPARTATE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_SERINE_DEGRADATION,PF00696;PF00561;PF00742;PF03447
PGPT0020165,metL,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_ASPARTATE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_SERINE_DEGRADATION,PF00696;PF00742;PF03447
PGPT0020170,dthadh,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_ASPARTATE_DEGRADATION,PF01168;PF14031
PGPT0020175,asparagine_oxo_acid_transaminase,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_ASPARAGINE_DEGRADATION,PF00155
PGPT0020180,EC_3_5_1_1|ansA|ansB,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_ASPARAGINE_DEGRADATION,PF00710;PF17763
PGPT0020185,iaaA,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_ASPARAGINE_DEGRADATION,PF01112;PF00755;PF01230;PF00152
PGPT0020190,cysO,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_CYSTEINE_DEGRADATION|CONVERSION,PF00291
PGPT0020195,sufS,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_CYSTEINE_DEGRADATION|CONVERSION,PF00266;PF01041;PF06966
PGPT0020200,murI,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_GLUTAMATE_DEGRADATION|CONVERSION#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-CELL_ENVELOPE_REMODELLING;CE-PEPTIDOGLYCAN_REMODELLING;CE-PG_REMODELLING_RELATED_RACEMASES,PF01177
PGPT0020205,gudB|rocG,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_GLUTAMATE_DEGRADATION|CONVERSION,PF00208;PF02812
PGPT0020210,putA,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_GLUTAMATE_DEGRADATION|CONVERSION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PROLINE_DEGRADATION,PF00171;PF00202
PGPT0020215,glsA,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_GLUTAMINE_DEGRADATION,PF00023;PF12796;PF13606;PF13637;PF13857;PF17959;PF04960
PGPT0020220,purQ,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_GLUTAMINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_NUCLEOSIDE_METABOLISM;PLANT_DERIVED_PURINE_METABOLISM,PF13507
PGPT0020225,purF,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_GLUTAMINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_NUCLEOSIDE_METABOLISM;PLANT_DERIVED_PURINE_METABOLISM,PF13522;PF13537;PF00156;PF00018;PF14604
PGPT0020230,hutH,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_HISTIDINE_DEGRADATION,PF01979;PF07969;PF00221
PGPT0020235,hutI,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_HISTIDINE_DEGRADATION,PF01979;PF07969
PGPT0020240,hutG,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_HISTIDINE_DEGRADATION,PF00491
PGPT0020245,hutF,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_HISTIDINE_DEGRADATION,PF01979
PGPT0020250,hutU,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_HISTIDINE_DEGRADATION,PF01175;PF17392;PF17391
PGPT0020255,hutD|ves,PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;LOW_TEMPERATURE_TOLERANCE;LOW_TEMPERATURE-RELATED_ENZYMES#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_HISTIDINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-BACTERIAL_FITNESS;CE-BACTERIAL_FITNESS-MAINTENANCE;CE-BACTERIAL_FITNESS-HISTIDINE_REPLETION_RELATED_FITNESS,PF05962
PGPT0020260,egtD,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_HISTIDINE_DEGRADATION,PF10017;PF00685;PF13469
PGPT0020265,cysE,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_SERINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-QUORUM_SENSING_RESPONSE|BIOFILM_FORMATION;CE-ENVIRONMENTAL_QSR|BF_SIGNALLING;CE-QSR|BF-CELL-TO-CELL_SIGNALLING#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-EXOPOLYSACCHARIDE_PRODUCTION|EPS;CE-EPS-PUTATIVE_EXOPOLYSACCHARIDE_FUNCTION;CE-EPS-PUTATIVE_EXOPOLYSACCHARIDE_FUNCTION-1,PF00132;PF06426
PGPT0020270,cysM2,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_SERINE_DEGRADATION,PF00291;PF00581
PGPT0020275,thrB,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_SERINE_DEGRADATION,PF00586;PF02769;PF00288
PGPT0020280,trhH,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_SERINE_DEGRADATION,PF12710;PF00702
PGPT0020285,thrB2,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_SERINE_DEGRADATION,PF01636
PGPT0020290,aaaT,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PHENYLALANINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-BACTERIAL_FITNESS;CE-BACTERIAL_FITNESS-MULTIDRUG_RESISTANCE;CE-BACTERIAL_FITNESS-RESISTANCE_TO_TOXIC_AMINOACYL_NUCLEOTIDES-1,PF00583;PF13673;PF13302;PF13420;PF13508
PGPT0020295,phhA,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PHENYLALANINE_DEGRADATION,PF01842;PF00351
PGPT0020300,pao,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PHENYLALANINE_DEGRADATION,PF02560
PGPT0020305,hisC,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PHENYLALANINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_TYROSINE_DEGRADATION,PF00155
PGPT0020310,tyrB,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PHENYLALANINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_TYROSINE_DEGRADATION,PF00155;PF13847;PF02390
PGPT0020315,dadA,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PHENYLALANINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_D-AMINO_ACID_DEGRADATION,PF02558;PF01266;PF00890;PF03486;PF13450;PF00070;PF07992;PF13738
PGPT0020320,ldh|leu,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_LEUCINE_DEGRADATION,PF00208;PF02812;PF07690;PF05977
PGPT0020325,empB|yjeK,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_LYSINE_DEGRADATION,PF13353;PF13394;PF04055
PGPT0020330,davB,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_LYSINE_DEGRADATION,PF01593;PF13450
PGPT0020340,lys|aasS,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_LYSINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_DEPENDENT_PATHWAYS;PLANT_DERIVED_OPINE_METABOLISM,PF01262;PF05222
PGPT0020343,kdd,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_LYSINE_DEGRADATION,PF00107
PGPT0020344,kce,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_LYSINE_DEGRADATION,PF00583;PF13508;PF05853
PGPT0020360,dokD,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_LYSINE_DEGRADATION,PF02784;PF00278
PGPT0020365,kamD,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_LYSINE_DEGRADATION,PF02310;PF09043;PF16552;PF16554
PGPT0020370,kamE,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_LYSINE_DEGRADATION,PF02310;PF16554
PGPT0020375,P4HA_like,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PROLINE_DEGRADATION,PF13640;PF08336
PGPT0020380,pflD,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PROLINE_DEGRADATION,PF01228;PF02901
PGPT0020385,lhpB1,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PROLINE_DEGRADATION,PF01266;PF00890
PGPT0020390,lhpB2,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PROLINE_DEGRADATION,PF01266;PF01494;PF07729;PF00392;PF13241;PF13450;PF07992
PGPT0020395,lhpC,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PROLINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_DEPENDENT_PATHWAYS;PLANT_DERIVED_OPINE_METABOLISM,PF01262;PF02558;PF01266;PF00890;PF01494;PF12831;PF13510;PF04324;PF03486;PF13241;PF13450;PF00070;PF07992;PF13738;PF17806;PF01946
PGPT0020400,lhpD,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PROLINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_DEPENDENT_PATHWAYS;PLANT_DERIVED_OPINE_METABOLISM,PF13510
PGPT0020405,prdA,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PROLINE_DEGRADATION,PF09338
PGPT0020410,prdB,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PROLINE_DEGRADATION,PF07355
PGPT0020415,ord,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PROLINE_DEGRADATION,PF19328
PGPT0020420,dpd|dadA,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_PROLINE_DEGRADATION,PF01266;PF13450
PGPT0020425,tyr,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_TYROSINE_DEGRADATION,PF03723;PF00372;PF03722;PF00264
PGPT0020430,tpl,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_TYROSINE_DEGRADATION,PF01212
PGPT0020435,hutH,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_TYROSINE_DEGRADATION,PF00221
PGPT0020440,pdh,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_TYROSINE_DEGRADATION,PF00670;PF00208;PF02812
PGPT0020445,tyrDC,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_TYROSINE_DEGRADATION,PF00282
PGPT0020450,ddc,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_TYROSINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_TRYPTOPHANE_DEGRADATION,PF01593;PF01266;PF00890;PF13450;PF00282;PF07992
PGPT0020455,hpaB,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_TYROSINE_DEGRADATION,PF11010;PF03241;PF11794
PGPT0020460,tdh,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_THREONINE_DEGRADATION,PF08240;PF00107;PF16912
PGPT0020465,ltaE,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_THREONINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_GLYCINE_DEGRADATION,PF00155;PF01212
PGPT0020470,lpdA,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_GLYCINE_DEGRADATION,PF01262;PF12831;PF01134;PF00070;PF07992;PF13738;PF02852
PGPT0020475,aao,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_GLYCINE_DEGRADATION,PF00106;PF13561;PF01266
PGPT0020480,gcvP,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_GLYCINE_DEGRADATION,PF03016;PF02347
PGPT0020485,gcvPA,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_GLYCINE_DEGRADATION,PF00266;PF01571;PF08669;PF02347
PGPT0020490,gcvPB,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_GLYCINE_DEGRADATION,PF00266
PGPT0020495,kbl,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_GLYCINE_DEGRADATION,PF00155
PGPT0020500,tnaA,PGPT;DIRECT_EFFECTS;PHYTOHORMONE|PLANT_SIGNAL_PRODUCTION;PLANT_SIGNALLING_VOLATILES;PLANT_SIGNAL-INDOLE_VOLATILE_METABOLISM;PLANT_SIGNAL-INDOLE_VOLATILE_BIOSYNTHESIS#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_TRYPTOPHANE_DEGRADATION,PF01212;PF11991
PGPT0020505,kynA,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_UTILIZATION;PLANT_DERIVED_TRYPTOPHANE_DEGRADATION,PF03301
PGPT0020510,metQ,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_METHIONINE_TRANSPORT,PF00528;PF03180
PGPT0020515,metI,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_METHIONINE_TRANSPORT,PF00528;PF03180
PGPT0020520,metN,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_METHIONINE_TRANSPORT,PF00005;PF02463
